"","Nation","year_month","CartPriceInCP","Coord_X","Coord_Y"
"139","Amn","2019-05",2723816,814,1007
"140","Amn","2022-10",2914156,814,1007
"141","Amn","2022-11",2885266,814,1007
"142","Amn","2022-12",3039446,814,1007
"143","Amn","2020-10",2538297,814,1007
"144","Amn","2023-02",2496972,814,1007
"145","Amn","2023-03",3046490,814,1007
"146","Amn","2023-04",2909880,814,1007
"147","Amn","2021-02",2109408,814,1007
"148","Amn","2021-03",2437061,814,1007
"149","Amn","2021-04",2553597,814,1007
"150","Amn","2021-05",2572805,814,1007
"151","Amn","2021-06",2556188,814,1007
"152","Amn","2020-06",2193560,814,1007
"153","Amn","2020-07",2260577,814,1007
"154","Amn","2020-08",2503476,814,1007
"155","Amn","2020-09",2491855,814,1007
"156","Amn","2021-11",3015271,814,1007
"157","Amn","2021-12",3281432,814,1007
"158","Amn","2022-01",3107400,814,1007
"159","Amn","2022-02",2795894,814,1007
"160","Amn","2022-03",2908581,814,1007
"161","Amn","2022-04",2655955,814,1007
"162","Amn","2022-05",3104503,814,1007
"163","Amn","2023-06",2837145,814,1007
"164","Amn","2023-07",2658442,814,1007
"165","Amn","2022-07",2796629,814,1007
"166","Amn","2022-08",2713172,814,1007
"167","Amn","2022-09",2626867,814,1007
"168","Amn","2023-11",2458911,814,1007
"169","Amn","2023-12",2356081,814,1007
"170","Amn","2023-08",3019850,814,1007
"171","Amn","2020-11",2373575,814,1007
"172","Amn","2020-12",2379176,814,1007
"173","Amn","2021-01",2447165,814,1007
"174","Amn","2021-10",2851741,814,1007
"175","Amn","2023-05",2826854,814,1007
"176","Amn","2023-10",2501870,814,1007
"177","Amn","2021-09",2809019,814,1007
"178","Amn","2023-09",3222114,814,1007
"179","Amn","2021-07",2362414,814,1007
"180","Amn","2021-08",2451727,814,1007
"181","Arn Rock","2021-03",40154,1380,649
"182","Arn Rock","2021-07",151160,1380,649
"183","Arn Rock","2019-01",232238,1380,649
"184","Arn Rock","2020-08",117524,1380,649
"185","Arn Rock","2020-09",132065,1380,649
"186","Arn Rock","2021-06",140551,1380,649
"187","Arn Rock","2022-09",157973,1380,649
"188","Arn Rock","2021-04",74153,1380,649
"189","Arn Rock","2021-05",82123,1380,649
"190","Arn Rock","2022-12",180510,1380,649
"191","Arn Rock","2023-01",200728,1380,649
"192","Arn Rock","2022-10",92170,1380,649
"193","Arn Rock","2022-11",116185,1380,649
"194","Arn Rock","2021-01",170118,1380,649
"195","Arn Rock","2021-02",180494,1380,649
"196","Arn Rock","2023-06",210048,1380,649
"197","Arn Rock","2023-07",95514,1380,649
"198","Arn Rock","2023-08",137216,1380,649
"199","Arn Rock","2023-09",174259,1380,649
"200","Arn Rock","2023-10",125980,1380,649
"201","Arn Rock","2023-11",162610,1380,649
"202","Arn Rock","2023-12",99102,1380,649
"203","Arn Rock","2021-09",138988,1380,649
"204","Arn Rock","2021-10",213302,1380,649
"205","Arn Rock","2020-10",146050,1380,649
"206","Arn Rock","2020-11",144804,1380,649
"207","Arn Rock","2020-12",124350,1380,649
"208","Arn Rock","2022-02",164334,1380,649
"209","Arn Rock","2022-03",200809,1380,649
"210","Arn Rock","2022-04",123859,1380,649
"211","Arn Rock","2022-05",99901,1380,649
"212","Arn Rock","2019-02",99603,1380,649
"213","Arn Rock","2019-03",158611,1380,649
"214","Arn Rock","2019-04",130890,1380,649
"215","Arn Rock","2021-08",181585,1380,649
"216","Arn Rock","2019-06",104246,1380,649
"217","Arn Rock","2019-07",130341,1380,649
"218","Arn Rock","2021-11",105288,1380,649
"219","Arn Rock","2021-12",225529,1380,649
"220","Arn Rock","2022-01",187456,1380,649
"221","Arn Rock","2019-11",85984,1380,649
"222","Arn Rock","2019-12",130142,1380,649
"223","Arn Rock","2020-01",134297,1380,649
"224","Arn Rock","2020-02",131877,1380,649
"225","Arn Rock","2020-03",131719,1380,649
"226","Arn Rock","2020-04",105154,1380,649
"227","Arn Rock","2020-05",136572,1380,649
"228","Arn Rock","2019-05",134147,1380,649
"229","Arn Rock","2020-07",174116,1380,649
"230","Arn Rock","2023-02",139782,1380,649
"231","Arn Rock","2019-08",140107,1380,649
"232","Arn Rock","2019-09",156211,1380,649
"233","Arn Rock","2019-10",186030,1380,649
"234","Arn Rock","2022-08",169683,1380,649
"235","Arn Rock","2023-03",138460,1380,649
"236","Arn Rock","2023-04",165192,1380,649
"237","Arn Rock","2023-05",123102,1380,649
"238","Arn Rock","2022-06",94555,1380,649
"239","Arn Rock","2022-07",116386,1380,649
"240","Arn Rock","2020-06",120956,1380,649
"241","Baldur's Gate","2019-03",1858918,627,1231
"242","Baldur's Gate","2019-11",1857734,627,1231
"243","Baldur's Gate","2022-06",2008766,627,1231
"244","Baldur's Gate","2022-07",2011216,627,1231
"245","Baldur's Gate","2019-04",2034016,627,1231
"246","Baldur's Gate","2019-02",1502254,627,1231
"247","Baldur's Gate","2019-07",2210408,627,1231
"248","Baldur's Gate","2019-08",1948619,627,1231
"249","Baldur's Gate","2019-09",2017585,627,1231
"250","Baldur's Gate","2019-05",2136968,627,1231
"251","Baldur's Gate","2023-01",2058262,627,1231
"252","Baldur's Gate","2019-12",2030228,627,1231
"253","Baldur's Gate","2020-01",2019181,627,1231
"254","Baldur's Gate","2019-10",1999629,627,1231
"255","Baldur's Gate","2020-02",1962371,627,1231
"256","Baldur's Gate","2020-03",1840865,627,1231
"257","Baldur's Gate","2020-04",1834799,627,1231
"258","Baldur's Gate","2020-05",2232455,627,1231
"259","Baldur's Gate","2020-06",2317960,627,1231
"260","Baldur's Gate","2019-06",1819403,627,1231
"261","Baldur's Gate","2022-10",1783277,627,1231
"262","Baldur's Gate","2022-11",1626148,627,1231
"263","Baldur's Gate","2022-12",1989883,627,1231
"264","Baldur's Gate","2020-11",2218626,627,1231
"265","Baldur's Gate","2023-02",1653909,627,1231
"266","Baldur's Gate","2023-03",2105996,627,1231
"267","Baldur's Gate","2023-04",1821304,627,1231
"268","Baldur's Gate","2021-03",1893673,627,1231
"269","Baldur's Gate","2021-04",1848959,627,1231
"270","Baldur's Gate","2021-05",1968910,627,1231
"271","Baldur's Gate","2021-06",1885864,627,1231
"272","Baldur's Gate","2021-07",1830118,627,1231
"273","Baldur's Gate","2020-07",1807660,627,1231
"274","Baldur's Gate","2020-08",1695554,627,1231
"275","Baldur's Gate","2020-09",2062887,627,1231
"276","Baldur's Gate","2020-10",2202503,627,1231
"277","Baldur's Gate","2021-12",2462332,627,1231
"278","Baldur's Gate","2022-01",2049436,627,1231
"279","Baldur's Gate","2022-02",1846726,627,1231
"280","Baldur's Gate","2022-03",1795611,627,1231
"281","Baldur's Gate","2022-04",1939226,627,1231
"282","Baldur's Gate","2022-05",1991773,627,1231
"283","Baldur's Gate","2019-01",1920611,627,1231
"284","Baldur's Gate","2023-05",1860842,627,1231
"285","Baldur's Gate","2023-06",1948955,627,1231
"286","Baldur's Gate","2023-07",1883214,627,1231
"287","Baldur's Gate","2022-08",1949961,627,1231
"288","Baldur's Gate","2022-09",1737625,627,1231
"289","Baldur's Gate","2023-10",1933692,627,1231
"290","Baldur's Gate","2023-11",1954617,627,1231
"291","Baldur's Gate","2023-12",1874705,627,1231
"292","Baldur's Gate","2020-12",2027650,627,1231
"293","Baldur's Gate","2021-01",1942197,627,1231
"294","Baldur's Gate","2021-02",1948833,627,1231
"295","Baldur's Gate","2021-11",1925365,627,1231
"296","Baldur's Gate","2023-08",1917061,627,1231
"297","Baldur's Gate","2023-09",1745450,627,1231
"298","Baldur's Gate","2021-10",2070464,627,1231
"299","Baldur's Gate","2021-08",2047680,627,1231
"300","Baldur's Gate","2021-09",1963616,627,1231
"301","Blingdenstone","2019-01",95583,NA,NA
"302","Blingdenstone","2019-02",87947,NA,NA
"303","Blingdenstone","2019-03",92086,NA,NA
"304","Blingdenstone","2019-04",81058,NA,NA
"305","Blingdenstone","2019-05",55365,NA,NA
"306","Blingdenstone","2019-06",75344,NA,NA
"307","Blingdenstone","2019-07",151060,NA,NA
"308","Blingdenstone","2019-08",133420,NA,NA
"309","Blingdenstone","2019-09",124342,NA,NA
"310","Blingdenstone","2019-10",73019,NA,NA
"311","Blingdenstone","2019-11",108705,NA,NA
"312","Blingdenstone","2019-12",168525,NA,NA
"313","Blingdenstone","2020-01",52695,NA,NA
"314","Blingdenstone","2020-02",75446,NA,NA
"315","Blingdenstone","2020-03",166319,NA,NA
"316","Blingdenstone","2020-04",31150,NA,NA
"317","Blingdenstone","2020-05",107454,NA,NA
"318","Blingdenstone","2020-06",104422,NA,NA
"319","Blingdenstone","2020-07",146839,NA,NA
"320","Blingdenstone","2020-08",112182,NA,NA
"321","Blingdenstone","2020-09",83979,NA,NA
"322","Blingdenstone","2020-10",100171,NA,NA
"323","Blingdenstone","2020-11",151591,NA,NA
"324","Blingdenstone","2020-12",84109,NA,NA
"325","Blingdenstone","2021-01",126307,NA,NA
"326","Blingdenstone","2021-02",77459,NA,NA
"327","Blingdenstone","2021-03",150713,NA,NA
"328","Blingdenstone","2021-04",62604,NA,NA
"329","Blingdenstone","2021-05",130918,NA,NA
"330","Blingdenstone","2021-06",94761,NA,NA
"331","Blingdenstone","2021-07",146053,NA,NA
"332","Blingdenstone","2021-08",54900,NA,NA
"333","Blingdenstone","2021-09",95634,NA,NA
"334","Blingdenstone","2021-10",125763,NA,NA
"335","Blingdenstone","2021-11",145808,NA,NA
"336","Blingdenstone","2021-12",119293,NA,NA
"337","Blingdenstone","2022-01",127831,NA,NA
"338","Blingdenstone","2022-02",53533,NA,NA
"339","Blingdenstone","2022-03",138600,NA,NA
"340","Blingdenstone","2022-04",127034,NA,NA
"341","Blingdenstone","2022-05",64663,NA,NA
"342","Blingdenstone","2022-06",111350,NA,NA
"343","Blingdenstone","2022-07",124766,NA,NA
"344","Blingdenstone","2022-08",77955,NA,NA
"345","Blingdenstone","2022-09",94641,NA,NA
"346","Blingdenstone","2022-10",126143,NA,NA
"347","Blingdenstone","2022-11",86587,NA,NA
"348","Blingdenstone","2022-12",79556,NA,NA
"349","Blingdenstone","2023-01",81787,NA,NA
"350","Blingdenstone","2023-02",86039,NA,NA
"351","Blingdenstone","2023-03",65290,NA,NA
"352","Blingdenstone","2023-04",114194,NA,NA
"353","Blingdenstone","2023-05",144291,NA,NA
"354","Blingdenstone","2023-06",158100,NA,NA
"355","Blingdenstone","2023-07",119377,NA,NA
"356","Blingdenstone","2023-08",91871,NA,NA
"357","Blingdenstone","2023-09",115774,NA,NA
"358","Blingdenstone","2023-10",96997,NA,NA
"359","Blingdenstone","2023-11",49834,NA,NA
"360","Blingdenstone","2023-12",180888,NA,NA
"361","Calimshan","2019-12",1711351,860,556
"362","Calimshan","2020-01",1387959,860,556
"363","Calimshan","2019-03",1476544,860,556
"364","Calimshan","2019-08",1329415,860,556
"365","Calimshan","2019-01",1268431,860,556
"366","Calimshan","2019-02",1422486,860,556
"367","Calimshan","2019-11",1448836,860,556
"368","Calimshan","2021-01",2073425,860,556
"369","Calimshan","2019-09",1754911,860,556
"370","Calimshan","2019-10",1481930,860,556
"371","Calimshan","2021-04",1585453,860,556
"372","Calimshan","2021-05",1739118,860,556
"373","Calimshan","2021-02",1803642,860,556
"374","Calimshan","2021-03",1655799,860,556
"375","Calimshan","2019-06",1526897,860,556
"376","Calimshan","2019-07",1734704,860,556
"377","Calimshan","2021-10",1431637,860,556
"378","Calimshan","2021-11",1373687,860,556
"379","Calimshan","2021-12",1782959,860,556
"380","Calimshan","2022-01",1697541,860,556
"381","Calimshan","2022-02",1578774,860,556
"382","Calimshan","2022-03",1575082,860,556
"383","Calimshan","2022-04",1387474,860,556
"384","Calimshan","2022-05",1252583,860,556
"385","Calimshan","2022-06",1401452,860,556
"386","Calimshan","2022-07",1433848,860,556
"387","Calimshan","2019-04",1221787,860,556
"388","Calimshan","2019-05",1648541,860,556
"389","Calimshan","2022-12",1590192,860,556
"390","Calimshan","2023-01",1592354,860,556
"391","Calimshan","2023-02",1662483,860,556
"392","Calimshan","2023-03",1992485,860,556
"393","Calimshan","2023-04",1929424,860,556
"394","Calimshan","2023-05",1699088,860,556
"395","Calimshan","2023-06",1774019,860,556
"396","Calimshan","2023-07",1435982,860,556
"397","Calimshan","2020-02",1375793,860,556
"398","Calimshan","2020-03",1573727,860,556
"399","Calimshan","2020-04",1593270,860,556
"400","Calimshan","2020-05",1777517,860,556
"401","Calimshan","2020-06",1647563,860,556
"402","Calimshan","2020-07",1838935,860,556
"403","Calimshan","2020-08",2484808,860,556
"404","Calimshan","2020-09",2068446,860,556
"405","Calimshan","2020-10",2039929,860,556
"406","Calimshan","2020-11",2026356,860,556
"407","Calimshan","2020-12",1749563,860,556
"408","Calimshan","2023-08",1542849,860,556
"409","Calimshan","2021-06",1814637,860,556
"410","Calimshan","2021-07",1504023,860,556
"411","Calimshan","2021-08",1571473,860,556
"412","Calimshan","2021-09",1307991,860,556
"413","Calimshan","2022-10",1717482,860,556
"414","Calimshan","2022-11",1434480,860,556
"415","Calimshan","2023-10",1479663,860,556
"416","Calimshan","2022-08",1434748,860,556
"417","Calimshan","2022-09",1597089,860,556
"418","Calimshan","2023-09",1452122,860,556
"419","Calimshan","2023-11",1325078,860,556
"420","Calimshan","2023-12",1754864,860,556
"421","Chessentea","2023-02",1270756,2002,987
"422","Chessentea","2022-11",1486073,2002,987
"423","Chessentea","2023-10",1210050,2002,987
"424","Chessentea","2023-11",1262975,2002,987
"425","Chessentea","2022-12",1488760,2002,987
"426","Chessentea","2023-01",1238953,2002,987
"427","Chessentea","2020-09",1742882,2002,987
"428","Chessentea","2020-10",1489277,2002,987
"429","Chessentea","2023-12",1408960,2002,987
"430","Chessentea","2020-08",1798053,2002,987
"431","Chessentea","2023-09",1352292,2002,987
"432","Chessentea","2021-06",1780772,2002,987
"433","Chessentea","2023-03",1249442,2002,987
"434","Chessentea","2023-08",1184529,2002,987
"435","Chessentea","2021-09",1391413,2002,987
"436","Chessentea","2021-10",1602490,2002,987
"437","Chessentea","2021-07",1331881,2002,987
"438","Chessentea","2021-08",1655572,2002,987
"439","Chessentea","2020-12",1478989,2002,987
"440","Chessentea","2021-01",1316880,2002,987
"441","Chessentea","2021-11",1591254,2002,987
"442","Chessentea","2020-11",1627023,2002,987
"443","Chessentea","2019-01",1252629,2002,987
"444","Chessentea","2019-02",1120865,2002,987
"445","Chessentea","2019-03",1395743,2002,987
"446","Chessentea","2019-04",1405223,2002,987
"447","Chessentea","2019-05",1315621,2002,987
"448","Chessentea","2019-06",1439518,2002,987
"449","Chessentea","2019-07",1630936,2002,987
"450","Chessentea","2019-08",1581311,2002,987
"451","Chessentea","2019-09",1394153,2002,987
"452","Chessentea","2019-10",1684040,2002,987
"453","Chessentea","2019-11",1827946,2002,987
"454","Chessentea","2019-12",1602426,2002,987
"455","Chessentea","2020-01",1433605,2002,987
"456","Chessentea","2020-02",1507645,2002,987
"457","Chessentea","2020-03",1746722,2002,987
"458","Chessentea","2020-04",1299188,2002,987
"459","Chessentea","2020-05",1790328,2002,987
"460","Chessentea","2020-06",1486458,2002,987
"461","Chessentea","2020-07",1545943,2002,987
"462","Chessentea","2022-10",1510624,2002,987
"463","Chessentea","2022-02",1669963,2002,987
"464","Chessentea","2021-02",1420251,2002,987
"465","Chessentea","2021-12",1640340,2002,987
"466","Chessentea","2022-01",1687201,2002,987
"467","Chessentea","2021-05",1584050,2002,987
"468","Chessentea","2022-07",1775877,2002,987
"469","Chessentea","2021-03",1468669,2002,987
"470","Chessentea","2021-04",1542352,2002,987
"471","Chessentea","2022-05",1337064,2002,987
"472","Chessentea","2022-06",1549227,2002,987
"473","Chessentea","2022-08",1412840,2002,987
"474","Chessentea","2022-09",1591505,2002,987
"475","Chessentea","2023-05",1310485,2002,987
"476","Chessentea","2023-06",1376334,2002,987
"477","Chessentea","2022-03",1672907,2002,987
"478","Chessentea","2022-04",1411847,2002,987
"479","Chessentea","2023-07",1220716,2002,987
"480","Chessentea","2023-04",1172480,2002,987
"481","Chondath","2019-02",1028432,1686,919
"482","Chondath","2019-03",1218929,1686,919
"483","Chondath","2019-01",1122303,1686,919
"484","Chondath","2020-03",1155062,1686,919
"485","Chondath","2020-04",1246943,1686,919
"486","Chondath","2019-04",1163441,1686,919
"487","Chondath","2019-05",1259446,1686,919
"488","Chondath","2019-06",1223523,1686,919
"489","Chondath","2019-11",1071008,1686,919
"490","Chondath","2019-12",1215155,1686,919
"491","Chondath","2020-01",1539462,1686,919
"492","Chondath","2020-02",1029660,1686,919
"493","Chondath","2021-04",1285533,1686,919
"494","Chondath","2021-05",1262578,1686,919
"495","Chondath","2021-06",1524547,1686,919
"496","Chondath","2021-07",1275249,1686,919
"497","Chondath","2021-08",1254573,1686,919
"498","Chondath","2022-01",1262577,1686,919
"499","Chondath","2022-02",1294736,1686,919
"500","Chondath","2022-03",1296914,1686,919
"501","Chondath","2022-04",1214241,1686,919
"502","Chondath","2022-05",1216935,1686,919
"503","Chondath","2022-06",1162655,1686,919
"504","Chondath","2022-07",1328067,1686,919
"505","Chondath","2022-08",1447626,1686,919
"506","Chondath","2022-09",1234023,1686,919
"507","Chondath","2022-10",1222810,1686,919
"508","Chondath","2019-07",1379164,1686,919
"509","Chondath","2019-08",1231059,1686,919
"510","Chondath","2019-09",1016370,1686,919
"511","Chondath","2019-10",1094496,1686,919
"512","Chondath","2023-03",1262379,1686,919
"513","Chondath","2023-04",1301253,1686,919
"514","Chondath","2023-05",1436909,1686,919
"515","Chondath","2023-06",1304031,1686,919
"516","Chondath","2023-07",1254136,1686,919
"517","Chondath","2023-08",1514252,1686,919
"518","Chondath","2020-05",1370649,1686,919
"519","Chondath","2020-06",1295586,1686,919
"520","Chondath","2020-07",1443668,1686,919
"521","Chondath","2020-08",959072,1686,919
"522","Chondath","2020-09",988421,1686,919
"523","Chondath","2020-10",1446604,1686,919
"524","Chondath","2020-11",1345983,1686,919
"525","Chondath","2020-12",1284799,1686,919
"526","Chondath","2021-01",1235067,1686,919
"527","Chondath","2021-02",1345621,1686,919
"528","Chondath","2021-03",1423291,1686,919
"529","Chondath","2023-09",1362718,1686,919
"530","Chondath","2021-09",1314236,1686,919
"531","Chondath","2021-10",1336711,1686,919
"532","Chondath","2021-11",1263666,1686,919
"533","Chondath","2021-12",1190869,1686,919
"534","Chondath","2023-01",1176733,1686,919
"535","Chondath","2023-02",1332228,1686,919
"536","Chondath","2023-11",1290112,1686,919
"537","Chondath","2022-11",1097636,1686,919
"538","Chondath","2022-12",1281618,1686,919
"539","Chondath","2023-10",1182168,1686,919
"540","Chondath","2023-12",1424467,1686,919
"541","Chult","2023-03",318666,446,258
"542","Chult","2022-12",368415,446,258
"543","Chult","2023-02",326596,446,258
"544","Chult","2023-11",399512,446,258
"545","Chult","2023-12",419321,446,258
"546","Chult","2023-01",369957,446,258
"547","Chult","2020-09",403126,446,258
"548","Chult","2020-10",402736,446,258
"549","Chult","2020-11",298504,446,258
"550","Chult","2020-08",464635,446,258
"551","Chult","2023-09",435835,446,258
"552","Chult","2023-10",381074,446,258
"553","Chult","2021-07",261804,446,258
"554","Chult","2023-04",310480,446,258
"555","Chult","2021-09",385540,446,258
"556","Chult","2021-10",382721,446,258
"557","Chult","2021-11",239674,446,258
"558","Chult","2021-08",409725,446,258
"559","Chult","2020-12",453532,446,258
"560","Chult","2021-01",264468,446,258
"561","Chult","2021-02",305457,446,258
"562","Chult","2021-12",420922,446,258
"563","Chult","2019-01",464489,446,258
"564","Chult","2019-02",301694,446,258
"565","Chult","2019-03",371907,446,258
"566","Chult","2019-04",271051,446,258
"567","Chult","2019-05",272054,446,258
"568","Chult","2019-06",359128,446,258
"569","Chult","2019-07",474402,446,258
"570","Chult","2019-08",475309,446,258
"571","Chult","2019-09",454132,446,258
"572","Chult","2019-10",313301,446,258
"573","Chult","2019-11",348129,446,258
"574","Chult","2019-12",334573,446,258
"575","Chult","2020-01",368247,446,258
"576","Chult","2020-02",386972,446,258
"577","Chult","2020-03",504075,446,258
"578","Chult","2020-04",440081,446,258
"579","Chult","2020-05",555070,446,258
"580","Chult","2020-06",345684,446,258
"581","Chult","2020-07",375347,446,258
"582","Chult","2022-10",405290,446,258
"583","Chult","2022-11",436097,446,258
"584","Chult","2022-03",248210,446,258
"585","Chult","2021-03",394415,446,258
"586","Chult","2022-01",369244,446,258
"587","Chult","2022-02",426726,446,258
"588","Chult","2021-06",329455,446,258
"589","Chult","2022-08",353585,446,258
"590","Chult","2021-04",406459,446,258
"591","Chult","2021-05",322224,446,258
"592","Chult","2022-06",469150,446,258
"593","Chult","2022-07",328432,446,258
"594","Chult","2022-09",353150,446,258
"595","Chult","2022-05",277947,446,258
"596","Chult","2023-06",424784,446,258
"597","Chult","2023-07",387090,446,258
"598","Chult","2022-04",490164,446,258
"599","Chult","2023-05",388018,446,258
"600","Chult","2023-08",359659,446,258
"601","Cormanthar","2019-03",234846,1438,1575
"602","Cormanthar","2019-04",325177,1438,1575
"603","Cormanthar","2019-01",217597,1438,1575
"604","Cormanthar","2019-02",310165,1438,1575
"605","Cormanthar","2020-04",220077,1438,1575
"606","Cormanthar","2020-05",315363,1438,1575
"607","Cormanthar","2019-05",385831,1438,1575
"608","Cormanthar","2019-06",280478,1438,1575
"609","Cormanthar","2019-07",365203,1438,1575
"610","Cormanthar","2019-12",306866,1438,1575
"611","Cormanthar","2020-01",272415,1438,1575
"612","Cormanthar","2020-02",367179,1438,1575
"613","Cormanthar","2020-03",219151,1438,1575
"614","Cormanthar","2021-05",287374,1438,1575
"615","Cormanthar","2021-06",287001,1438,1575
