"","Nation","year_month","CartPriceInCP","Coord_X","Coord_Y"
"125","Amn","2019-08",2627733,2076,3046
"126","Amn","2022-04",2655955,2076,3046
"127","Amn","2019-02",2170567,2076,3046
"128","Amn","2022-06",3034631,2076,3046
"129","Amn","2019-03",2550982,2076,3046
"130","Amn","2019-04",2243227,2076,3046
"131","Amn","2019-05",2723816,2076,3046
"132","Amn","2019-06",2314335,2076,3046
"133","Amn","2019-07",2252953,2076,3046
"134","Amn","2021-10",2851741,2076,3046
"135","Amn","2021-11",3015271,2076,3046
"136","Amn","2021-12",3281432,2076,3046
"137","Amn","2022-01",3107400,2076,3046
"138","Amn","2019-12",2371830,2076,3046
"139","Amn","2020-01",2148507,2076,3046
"140","Amn","2022-05",3104503,2076,3046
"141","Amn","2020-02",2241035,2076,3046
"142","Amn","2020-03",2578788,2076,3046
"143","Amn","2020-04",2475666,2076,3046
"144","Amn","2022-07",2796629,2076,3046
"145","Amn","2022-08",2713172,2076,3046
"146","Amn","2022-09",2626867,2076,3046
"147","Amn","2022-10",2914156,2076,3046
"148","Amn","2022-11",2885266,2076,3046
"149","Amn","2022-12",3039446,2076,3046
"150","Amn","2023-01",3289924,2076,3046
"151","Amn","2022-02",2795894,2076,3046
"152","Amn","2022-03",2908581,2076,3046
"153","Amn","2023-04",2909880,2076,3046
"154","Amn","2021-03",2437061,2076,3046
"155","Amn","2021-04",2553597,2076,3046
"156","Amn","2021-05",2572805,2076,3046
"157","Amn","2020-05",2202032,2076,3046
"158","Amn","2020-06",2193560,2076,3046
"159","Amn","2020-07",2260577,2076,3046
"160","Amn","2020-08",2503476,2076,3046
"161","Amn","2020-09",2491855,2076,3046
"162","Amn","2020-10",2538297,2076,3046
"163","Amn","2020-11",2373575,2076,3046
"164","Amn","2023-02",2496972,2076,3046
"165","Amn","2023-03",3046490,2076,3046
"166","Amn","2021-01",2447165,2076,3046
"167","Amn","2021-02",2109408,2076,3046
"168","Amn","2021-08",2451727,2076,3046
"169","Amn","2023-05",2826854,2076,3046
"170","Amn","2021-06",2556188,2076,3046
"171","Amn","2021-07",2362414,2076,3046
"172","Amn","2023-12",2356081,2076,3046
"173","Amn","2021-09",2809019,2076,3046
"174","Amn","2023-10",2501870,2076,3046
"175","Amn","2023-11",2458911,2076,3046
"176","Amn","2023-07",2658442,2076,3046
"177","Amn","2023-08",3019850,2076,3046
"178","Amn","2020-12",2379176,2076,3046
"179","Amn","2023-06",2837145,2076,3046
"180","Amn","2023-09",3222114,2076,3046
"181","Arn Rock","2020-07",174116,1510,2480
"182","Arn Rock","2023-08",137216,1510,2480
"183","Arn Rock","2023-12",99102,1510,2480
"184","Arn Rock","2020-06",120956,1510,2480
"185","Arn Rock","2021-07",151160,1510,2480
"186","Arn Rock","2020-08",117524,1510,2480
"187","Arn Rock","2023-05",123102,1510,2480
"188","Arn Rock","2023-06",210048,1510,2480
"189","Arn Rock","2023-07",95514,1510,2480
"190","Arn Rock","2021-03",40154,1510,2480
"191","Arn Rock","2023-09",174259,1510,2480
"192","Arn Rock","2023-10",125980,1510,2480
"193","Arn Rock","2023-11",162610,1510,2480
"194","Arn Rock","2022-09",157973,1510,2480
"195","Arn Rock","2022-10",92170,1510,2480
"196","Arn Rock","2022-11",116185,1510,2480
"197","Arn Rock","2020-09",132065,1510,2480
"198","Arn Rock","2020-10",146050,1510,2480
"199","Arn Rock","2020-11",144804,1510,2480
"200","Arn Rock","2020-12",124350,1510,2480
"201","Arn Rock","2021-01",170118,1510,2480
"202","Arn Rock","2021-02",180494,1510,2480
"203","Arn Rock","2019-01",232238,1510,2480
"204","Arn Rock","2021-04",74153,1510,2480
"205","Arn Rock","2021-05",82123,1510,2480
"206","Arn Rock","2021-06",140551,1510,2480
"207","Arn Rock","2020-05",136572,1510,2480
"208","Arn Rock","2019-04",130890,1510,2480
"209","Arn Rock","2021-08",181585,1510,2480
"210","Arn Rock","2022-12",180510,1510,2480
"211","Arn Rock","2023-01",200728,1510,2480
"212","Arn Rock","2023-02",139782,1510,2480
"213","Arn Rock","2023-03",138460,1510,2480
"214","Arn Rock","2023-04",165192,1510,2480
"215","Arn Rock","2019-12",130142,1510,2480
"216","Arn Rock","2020-01",134297,1510,2480
"217","Arn Rock","2020-02",131877,1510,2480
"218","Arn Rock","2020-03",131719,1510,2480
"219","Arn Rock","2020-04",105154,1510,2480
"220","Arn Rock","2019-03",158611,1510,2480
"221","Arn Rock","2022-07",116386,1510,2480
"222","Arn Rock","2019-05",134147,1510,2480
"223","Arn Rock","2021-09",138988,1510,2480
"224","Arn Rock","2021-10",213302,1510,2480
"225","Arn Rock","2021-11",105288,1510,2480
"226","Arn Rock","2021-12",225529,1510,2480
"227","Arn Rock","2022-01",187456,1510,2480
"228","Arn Rock","2022-02",164334,1510,2480
"229","Arn Rock","2022-03",200809,1510,2480
"230","Arn Rock","2022-04",123859,1510,2480
"231","Arn Rock","2022-05",99901,1510,2480
"232","Arn Rock","2019-02",99603,1510,2480
"233","Arn Rock","2022-06",94555,1510,2480
"234","Arn Rock","2019-08",140107,1510,2480
"235","Arn Rock","2022-08",169683,1510,2480
"236","Arn Rock","2019-06",104246,1510,2480
"237","Arn Rock","2019-07",130341,1510,2480
"238","Arn Rock","2019-09",156211,1510,2480
"239","Arn Rock","2019-10",186030,1510,2480
"240","Arn Rock","2019-11",85984,1510,2480
"241","Baldur's Gate","2019-02",1502254,2263,3233
"242","Baldur's Gate","2019-09",2017585,2263,3233
"243","Baldur's Gate","2019-10",1999629,2263,3233
"244","Baldur's Gate","2019-11",1857734,2263,3233
"245","Baldur's Gate","2019-12",2030228,2263,3233
"246","Baldur's Gate","2019-01",1920611,2263,3233
"247","Baldur's Gate","2022-05",1991773,2263,3233
"248","Baldur's Gate","2019-03",1858918,2263,3233
"249","Baldur's Gate","2022-07",2011216,2263,3233
"250","Baldur's Gate","2019-04",2034016,2263,3233
"251","Baldur's Gate","2019-05",2136968,2263,3233
"252","Baldur's Gate","2019-06",1819403,2263,3233
"253","Baldur's Gate","2019-07",2210408,2263,3233
"254","Baldur's Gate","2019-08",1948619,2263,3233
"255","Baldur's Gate","2021-11",1925365,2263,3233
"256","Baldur's Gate","2021-12",2462332,2263,3233
"257","Baldur's Gate","2022-01",2049436,2263,3233
"258","Baldur's Gate","2022-02",1846726,2263,3233
"259","Baldur's Gate","2020-01",2019181,2263,3233
"260","Baldur's Gate","2020-02",1962371,2263,3233
"261","Baldur's Gate","2022-06",2008766,2263,3233
"262","Baldur's Gate","2020-03",1840865,2263,3233
"263","Baldur's Gate","2020-04",1834799,2263,3233
"264","Baldur's Gate","2020-05",2232455,2263,3233
"265","Baldur's Gate","2020-06",2317960,2263,3233
"266","Baldur's Gate","2022-08",1949961,2263,3233
"267","Baldur's Gate","2022-09",1737625,2263,3233
"268","Baldur's Gate","2022-10",1783277,2263,3233
"269","Baldur's Gate","2022-11",1626148,2263,3233
"270","Baldur's Gate","2022-12",1989883,2263,3233
"271","Baldur's Gate","2023-01",2058262,2263,3233
"272","Baldur's Gate","2022-03",1795611,2263,3233
"273","Baldur's Gate","2022-04",1939226,2263,3233
"274","Baldur's Gate","2023-04",1821304,2263,3233
"275","Baldur's Gate","2021-04",1848959,2263,3233
"276","Baldur's Gate","2021-05",1968910,2263,3233
"277","Baldur's Gate","2021-06",1885864,2263,3233
"278","Baldur's Gate","2021-07",1830118,2263,3233
"279","Baldur's Gate","2020-07",1807660,2263,3233
"280","Baldur's Gate","2020-08",1695554,2263,3233
"281","Baldur's Gate","2020-09",2062887,2263,3233
"282","Baldur's Gate","2020-10",2202503,2263,3233
"283","Baldur's Gate","2020-11",2218626,2263,3233
"284","Baldur's Gate","2020-12",2027650,2263,3233
"285","Baldur's Gate","2023-02",1653909,2263,3233
"286","Baldur's Gate","2023-03",2105996,2263,3233
"287","Baldur's Gate","2021-02",1948833,2263,3233
"288","Baldur's Gate","2021-03",1893673,2263,3233
"289","Baldur's Gate","2021-09",1963616,2263,3233
"290","Baldur's Gate","2021-10",2070464,2263,3233
"291","Baldur's Gate","2023-05",1860842,2263,3233
"292","Baldur's Gate","2021-08",2047680,2263,3233
"293","Baldur's Gate","2023-11",1954617,2263,3233
"294","Baldur's Gate","2023-12",1874705,2263,3233
"295","Baldur's Gate","2023-09",1745450,2263,3233
"296","Baldur's Gate","2023-10",1933692,2263,3233
"297","Baldur's Gate","2023-06",1948955,2263,3233
"298","Baldur's Gate","2023-07",1883214,2263,3233
"299","Baldur's Gate","2021-01",1942197,2263,3233
"300","Baldur's Gate","2023-08",1917061,2263,3233
"301","Blingdenstone","2020-11",151591,NA,NA
"302","Blingdenstone","2019-01",95583,NA,NA
"303","Blingdenstone","2019-02",87947,NA,NA
"304","Blingdenstone","2019-03",92086,NA,NA
"305","Blingdenstone","2019-04",81058,NA,NA
"306","Blingdenstone","2019-05",55365,NA,NA
"307","Blingdenstone","2019-06",75344,NA,NA
"308","Blingdenstone","2019-07",151060,NA,NA
"309","Blingdenstone","2019-08",133420,NA,NA
"310","Blingdenstone","2019-09",124342,NA,NA
"311","Blingdenstone","2019-10",73019,NA,NA
"312","Blingdenstone","2019-11",108705,NA,NA
"313","Blingdenstone","2019-12",168525,NA,NA
"314","Blingdenstone","2020-01",52695,NA,NA
"315","Blingdenstone","2020-02",75446,NA,NA
"316","Blingdenstone","2020-03",166319,NA,NA
"317","Blingdenstone","2020-04",31150,NA,NA
"318","Blingdenstone","2020-05",107454,NA,NA
"319","Blingdenstone","2020-06",104422,NA,NA
"320","Blingdenstone","2020-07",146839,NA,NA
"321","Blingdenstone","2020-08",112182,NA,NA
"322","Blingdenstone","2020-09",83979,NA,NA
"323","Blingdenstone","2020-10",100171,NA,NA
"324","Blingdenstone","2020-12",84109,NA,NA
"325","Blingdenstone","2021-01",126307,NA,NA
"326","Blingdenstone","2021-02",77459,NA,NA
"327","Blingdenstone","2021-03",150713,NA,NA
"328","Blingdenstone","2021-04",62604,NA,NA
"329","Blingdenstone","2021-05",130918,NA,NA
"330","Blingdenstone","2021-06",94761,NA,NA
"331","Blingdenstone","2021-07",146053,NA,NA
"332","Blingdenstone","2021-08",54900,NA,NA
"333","Blingdenstone","2021-09",95634,NA,NA
"334","Blingdenstone","2021-10",125763,NA,NA
"335","Blingdenstone","2021-11",145808,NA,NA
"336","Blingdenstone","2021-12",119293,NA,NA
"337","Blingdenstone","2022-01",127831,NA,NA
"338","Blingdenstone","2022-02",53533,NA,NA
"339","Blingdenstone","2022-03",138600,NA,NA
"340","Blingdenstone","2022-04",127034,NA,NA
"341","Blingdenstone","2022-05",64663,NA,NA
"342","Blingdenstone","2022-06",111350,NA,NA
"343","Blingdenstone","2022-07",124766,NA,NA
"344","Blingdenstone","2022-08",77955,NA,NA
"345","Blingdenstone","2022-09",94641,NA,NA
"346","Blingdenstone","2022-10",126143,NA,NA
"347","Blingdenstone","2022-11",86587,NA,NA
"348","Blingdenstone","2022-12",79556,NA,NA
"349","Blingdenstone","2023-01",81787,NA,NA
"350","Blingdenstone","2023-02",86039,NA,NA
"351","Blingdenstone","2023-03",65290,NA,NA
"352","Blingdenstone","2023-04",114194,NA,NA
"353","Blingdenstone","2023-05",144291,NA,NA
"354","Blingdenstone","2023-06",158100,NA,NA
"355","Blingdenstone","2023-07",119377,NA,NA
"356","Blingdenstone","2023-08",91871,NA,NA
"357","Blingdenstone","2023-09",115774,NA,NA
"358","Blingdenstone","2023-10",96997,NA,NA
"359","Blingdenstone","2023-11",49834,NA,NA
"360","Blingdenstone","2023-12",180888,NA,NA
"361","Calimshan","2019-01",1268431,2030,3000
"362","Calimshan","2019-03",1476544,2030,3000
"363","Calimshan","2019-04",1221787,2030,3000
"364","Calimshan","2019-05",1648541,2030,3000
"365","Calimshan","2019-02",1422486,2030,3000
"366","Calimshan","2022-06",1401452,2030,3000
"367","Calimshan","2022-07",1433848,2030,3000
"368","Calimshan","2021-11",1373687,2030,3000
"369","Calimshan","2021-12",1782959,2030,3000
"370","Calimshan","2022-01",1697541,2030,3000
"371","Calimshan","2022-02",1578774,2030,3000
"372","Calimshan","2022-03",1575082,2030,3000
"373","Calimshan","2022-04",1387474,2030,3000
"374","Calimshan","2022-05",1252583,2030,3000
"375","Calimshan","2020-03",1573727,2030,3000
"376","Calimshan","2020-04",1593270,2030,3000
"377","Calimshan","2022-08",1434748,2030,3000
"378","Calimshan","2022-09",1597089,2030,3000
"379","Calimshan","2019-06",1526897,2030,3000
"380","Calimshan","2019-07",1734704,2030,3000
"381","Calimshan","2019-08",1329415,2030,3000
"382","Calimshan","2019-09",1754911,2030,3000
"383","Calimshan","2019-10",1481930,2030,3000
"384","Calimshan","2019-11",1448836,2030,3000
"385","Calimshan","2019-12",1711351,2030,3000
"386","Calimshan","2020-01",1387959,2030,3000
"387","Calimshan","2020-02",1375793,2030,3000
"388","Calimshan","2021-04",1585453,2030,3000
"389","Calimshan","2021-05",1739118,2030,3000
"390","Calimshan","2021-06",1814637,2030,3000
"391","Calimshan","2021-07",1504023,2030,3000
"392","Calimshan","2021-08",1571473,2030,3000
"393","Calimshan","2021-09",1307991,2030,3000
"394","Calimshan","2021-10",1431637,2030,3000
"395","Calimshan","2022-11",1434480,2030,3000
"396","Calimshan","2022-12",1590192,2030,3000
"397","Calimshan","2023-01",1592354,2030,3000
"398","Calimshan","2023-02",1662483,2030,3000
"399","Calimshan","2023-03",1992485,2030,3000
"400","Calimshan","2023-04",1929424,2030,3000
"401","Calimshan","2023-05",1699088,2030,3000
"402","Calimshan","2023-06",1774019,2030,3000
"403","Calimshan","2023-07",1435982,2030,3000
"404","Calimshan","2020-05",1777517,2030,3000
"405","Calimshan","2020-06",1647563,2030,3000
"406","Calimshan","2020-07",1838935,2030,3000
"407","Calimshan","2022-10",1717482,2030,3000
"408","Calimshan","2020-09",2068446,2030,3000
"409","Calimshan","2020-10",2039929,2030,3000
"410","Calimshan","2020-11",2026356,2030,3000
"411","Calimshan","2020-12",1749563,2030,3000
"412","Calimshan","2021-01",2073425,2030,3000
"413","Calimshan","2021-02",1803642,2030,3000
"414","Calimshan","2021-03",1655799,2030,3000
"415","Calimshan","2023-08",1542849,2030,3000
"416","Calimshan","2020-08",2484808,2030,3000
"417","Calimshan","2023-10",1479663,2030,3000
"418","Calimshan","2023-11",1325078,2030,3000
"419","Calimshan","2023-12",1754864,2030,3000
"420","Calimshan","2023-09",1452122,2030,3000
"421","Chessentea","2020-09",1742882,888,1858
"422","Chessentea","2020-11",1627023,888,1858
"423","Chessentea","2020-08",1798053,888,1858
"424","Chessentea","2023-10",1210050,888,1858
"425","Chessentea","2020-10",1489277,888,1858
"426","Chessentea","2023-12",1408960,888,1858
"427","Chessentea","2020-07",1545943,888,1858
"428","Chessentea","2022-11",1486073,888,1858
"429","Chessentea","2023-11",1262975,888,1858
"430","Chessentea","2023-01",1238953,888,1858
"431","Chessentea","2023-02",1270756,888,1858
"432","Chessentea","2020-12",1478989,888,1858
"433","Chessentea","2022-12",1488760,888,1858
"434","Chessentea","2023-07",1220716,888,1858
"435","Chessentea","2023-08",1184529,888,1858
"436","Chessentea","2023-09",1352292,888,1858
"437","Chessentea","2020-03",1746722,888,1858
"438","Chessentea","2020-04",1299188,888,1858
"439","Chessentea","2020-05",1790328,888,1858
"440","Chessentea","2020-06",1486458,888,1858
"441","Chessentea","2021-08",1655572,888,1858
"442","Chessentea","2021-09",1391413,888,1858
"443","Chessentea","2021-10",1602490,888,1858
"444","Chessentea","2021-11",1591254,888,1858
"445","Chessentea","2023-03",1249442,888,1858
"446","Chessentea","2023-04",1172480,888,1858
"447","Chessentea","2023-05",1310485,888,1858
"448","Chessentea","2023-06",1376334,888,1858
"449","Chessentea","2020-02",1507645,888,1858
"450","Chessentea","2021-04",1542352,888,1858
"451","Chessentea","2021-05",1584050,888,1858
"452","Chessentea","2021-06",1780772,888,1858
"453","Chessentea","2021-07",1331881,888,1858
"454","Chessentea","2019-05",1315621,888,1858
"455","Chessentea","2019-06",1439518,888,1858
"456","Chessentea","2019-07",1630936,888,1858
"457","Chessentea","2019-08",1581311,888,1858
"458","Chessentea","2019-09",1394153,888,1858
"459","Chessentea","2019-10",1684040,888,1858
"460","Chessentea","2021-01",1316880,888,1858
"461","Chessentea","2021-02",1420251,888,1858
"462","Chessentea","2021-03",1468669,888,1858
"463","Chessentea","2019-01",1252629,888,1858
"464","Chessentea","2019-02",1120865,888,1858
"465","Chessentea","2019-03",1395743,888,1858
"466","Chessentea","2019-04",1405223,888,1858
"467","Chessentea","2022-08",1412840,888,1858
"468","Chessentea","2022-09",1591505,888,1858
"469","Chessentea","2022-10",1510624,888,1858
"470","Chessentea","2019-12",1602426,888,1858
"471","Chessentea","2020-01",1433605,888,1858
"472","Chessentea","2021-12",1640340,888,1858
"473","Chessentea","2019-11",1827946,888,1858
"474","Chessentea","2022-06",1549227,888,1858
"475","Chessentea","2022-07",1775877,888,1858
"476","Chessentea","2022-04",1411847,888,1858
"477","Chessentea","2022-05",1337064,888,1858
"478","Chessentea","2022-01",1687201,888,1858
"479","Chessentea","2022-02",1669963,888,1858
"480","Chessentea","2022-03",1672907,888,1858
"481","Chondath","2019-02",1028432,1204,2174
"482","Chondath","2019-04",1163441,1204,2174
"483","Chondath","2019-05",1259446,1204,2174
"484","Chondath","2019-01",1122303,1204,2174
"485","Chondath","2019-06",1223523,1204,2174
"486","Chondath","2019-03",1218929,1204,2174
"487","Chondath","2022-07",1328067,1204,2174
"488","Chondath","2022-08",1447626,1204,2174
"489","Chondath","2021-12",1190869,1204,2174
"490","Chondath","2022-01",1262577,1204,2174
"491","Chondath","2022-02",1294736,1204,2174
"492","Chondath","2022-03",1296914,1204,2174
"493","Chondath","2022-04",1214241,1204,2174
"494","Chondath","2022-05",1216935,1204,2174
"495","Chondath","2022-06",1162655,1204,2174
"496","Chondath","2020-04",1246943,1204,2174
"497","Chondath","2020-05",1370649,1204,2174
"498","Chondath","2022-09",1234023,1204,2174
"499","Chondath","2022-10",1222810,1204,2174
"500","Chondath","2019-07",1379164,1204,2174
"501","Chondath","2019-08",1231059,1204,2174
"502","Chondath","2019-09",1016370,1204,2174
"503","Chondath","2019-10",1094496,1204,2174
"504","Chondath","2019-11",1071008,1204,2174
"505","Chondath","2019-12",1215155,1204,2174
"506","Chondath","2020-01",1539462,1204,2174
"507","Chondath","2020-02",1029660,1204,2174
"508","Chondath","2020-03",1155062,1204,2174
"509","Chondath","2021-05",1262578,1204,2174
"510","Chondath","2021-06",1524547,1204,2174
"511","Chondath","2021-07",1275249,1204,2174
"512","Chondath","2021-08",1254573,1204,2174
"513","Chondath","2021-09",1314236,1204,2174
"514","Chondath","2021-10",1336711,1204,2174
"515","Chondath","2021-11",1263666,1204,2174
"516","Chondath","2022-12",1281618,1204,2174
"517","Chondath","2023-01",1176733,1204,2174
"518","Chondath","2023-02",1332228,1204,2174
"519","Chondath","2023-03",1262379,1204,2174
"520","Chondath","2023-04",1301253,1204,2174
"521","Chondath","2023-05",1436909,1204,2174
"522","Chondath","2023-06",1304031,1204,2174
"523","Chondath","2023-07",1254136,1204,2174
"524","Chondath","2023-08",1514252,1204,2174
"525","Chondath","2020-06",1295586,1204,2174
"526","Chondath","2020-07",1443668,1204,2174
"527","Chondath","2020-08",959072,1204,2174
"528","Chondath","2022-11",1097636,1204,2174
"529","Chondath","2020-10",1446604,1204,2174
"530","Chondath","2020-11",1345983,1204,2174
"531","Chondath","2020-12",1284799,1204,2174
"532","Chondath","2021-01",1235067,1204,2174
"533","Chondath","2021-02",1345621,1204,2174
"534","Chondath","2021-03",1423291,1204,2174
"535","Chondath","2021-04",1285533,1204,2174
"536","Chondath","2023-09",1362718,1204,2174
"537","Chondath","2020-09",988421,1204,2174
"538","Chondath","2023-11",1290112,1204,2174
"539","Chondath","2023-12",1424467,1204,2174
"540","Chondath","2023-10",1182168,1204,2174
"541","Chult","2020-09",403126,2444,3414
"542","Chult","2020-10",402736,2444,3414
"543","Chult","2020-12",453532,2444,3414
"544","Chult","2023-10",381074,2444,3414
"545","Chult","2023-11",399512,2444,3414
"546","Chult","2020-11",298504,2444,3414
"547","Chult","2020-07",375347,2444,3414
"548","Chult","2020-08",464635,2444,3414
"549","Chult","2022-12",368415,2444,3414
"550","Chult","2023-12",419321,2444,3414
"551","Chult","2023-02",326596,2444,3414
"552","Chult","2023-03",318666,2444,3414
"553","Chult","2021-01",264468,2444,3414
"554","Chult","2023-01",369957,2444,3414
"555","Chult","2023-08",359659,2444,3414
"556","Chult","2023-09",435835,2444,3414
"557","Chult","2020-03",504075,2444,3414
"558","Chult","2020-04",440081,2444,3414
"559","Chult","2020-05",555070,2444,3414
"560","Chult","2020-06",345684,2444,3414
"561","Chult","2021-08",409725,2444,3414
"562","Chult","2021-09",385540,2444,3414
"563","Chult","2021-10",382721,2444,3414
"564","Chult","2021-11",239674,2444,3414
"565","Chult","2021-12",420922,2444,3414
"566","Chult","2023-04",310480,2444,3414
"567","Chult","2023-05",388018,2444,3414
"568","Chult","2023-06",424784,2444,3414
"569","Chult","2023-07",387090,2444,3414
"570","Chult","2021-04",406459,2444,3414
"571","Chult","2021-05",322224,2444,3414
"572","Chult","2021-06",329455,2444,3414
"573","Chult","2021-07",261804,2444,3414
"574","Chult","2019-05",272054,2444,3414
"575","Chult","2019-06",359128,2444,3414
"576","Chult","2019-07",474402,2444,3414
"577","Chult","2019-08",475309,2444,3414
"578","Chult","2019-09",454132,2444,3414
"579","Chult","2019-10",313301,2444,3414
"580","Chult","2019-11",348129,2444,3414
"581","Chult","2021-02",305457,2444,3414
"582","Chult","2021-03",394415,2444,3414
"583","Chult","2019-01",464489,2444,3414
"584","Chult","2019-02",301694,2444,3414
"585","Chult","2019-03",371907,2444,3414
"586","Chult","2019-04",271051,2444,3414
"587","Chult","2022-08",353585,2444,3414
"588","Chult","2022-09",353150,2444,3414
"589","Chult","2022-10",405290,2444,3414
"590","Chult","2022-11",436097,2444,3414
"591","Chult","2020-01",368247,2444,3414
"592","Chult","2020-02",386972,2444,3414
"593","Chult","2022-01",369244,2444,3414
"594","Chult","2019-12",334573,2444,3414
